"","Duration","Sci_LR_Scale","Sci_DataSet","Sci_Mem","Agent","Agent_pH","Agent_pH_Var"
"264",1996.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.968142099075726,8.9144144773239e-29
"265",1997,"0 (Neutral)","GISTEMP","15","Scientist",0.969067308593229,2.88827029065294e-28
"266",1997.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.96997845780391,1.0443128600148e-28
"267",1997.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.970863575270065,3.69272679435055e-28
"268",1997.5,"0 (Neutral)","GISTEMP","15","Scientist",0.971723357780888,1.87665389896327e-29
"269",1997.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.972558486213213,2.77611523515277e-28
"270",1997.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.973369625730925,7.1068550019911e-30
"271",1998,"0 (Neutral)","GISTEMP","15","Scientist",0.974157425992782,3.08013069912684e-28
"272",1998.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.975361059105215,2.24865334047375e-28
"273",1998.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.976509984078119,6.04576206766604e-29
"274",1998.5,"0 (Neutral)","GISTEMP","15","Scientist",0.977606564191779,7.89650555776789e-29
"275",1998.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.978653071923789,6.4703226242954e-28
"276",1998.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.979651691384306,2.41830482706641e-28
"277",1999,"0 (Neutral)","GISTEMP","15","Scientist",0.980604520791877,1.18496936526254e-28
"278",1999.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.981375797681487,3.35909943453485e-28
"279",1999.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.982116963452063,1.36029646522486e-28
"280",1999.5,"0 (Neutral)","GISTEMP","15","Scientist",0.982829149979459,2.88827029065294e-28
"281",1999.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.983513450009588,1.4391381379032e-28
"282",1999.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.984170918240324,4.08693515774224e-28
"283",2000,"0 (Neutral)","GISTEMP","15","Scientist",0.98480257239555,4.29495872602969e-29
"284",2000.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.985233368078098,3.86546285342672e-28
"285",2000.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.985652130074101,5.5453210279425e-28
"286",2000.5,"0 (Neutral)","GISTEMP","15","Scientist",0.986059184574084,1.99004278345685e-28
"287",2000.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.986454849484181,1.0443128600148e-28
"288",2000.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.986839434605033,8.09515202570548e-29
"289",2001,"0 (Neutral)","GISTEMP","15","Scientist",0.987213241808606,9.55477172489914e-29
"290",2001.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.98754626024217,2.5584678007168e-28
"291",2001.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.987870712102449,5.44118586089943e-30
"292",2001.5,"0 (Neutral)","GISTEMP","15","Scientist",0.988186812273483,3.56576579092956e-28
"293",2001.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.988494770531355,7.89650555776789e-29
"294",2001.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.98879479165114,2.11737393557585e-28
"295",2002,"0 (Neutral)","GISTEMP","15","Scientist",0.989087075512197,1.18496936526254e-28
"296",2002.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.989473371276177,1.34363977381394e-29
"297",2002.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.989846133317406,4.59107768444598e-29
"298",2002.5,"0 (Neutral)","GISTEMP","15","Scientist",0.990205826013351,6.24625927909374e-28
"299",2002.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.990552898488175,6.81382061605831e-28
"300",2002.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.990887785066008,5.91756723525165e-28
"301",2003,"0 (Neutral)","GISTEMP","15","Scientist",0.991210905714326,4.40736054732854e-28
"302",2003.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.99161752541351,2.41830482706641e-28
"303",2003.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.992005484936272,3.86928772330626e-29
"304",2003.5,"0 (Neutral)","GISTEMP","15","Scientist",0.992375626889241,6.08080281107863e-28
"305",2003.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.992728757073588,3.48235895097564e-28
"306",2003.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.993065645980004,7.5066155958531e-29
"307",2004,"0 (Neutral)","GISTEMP","15","Scientist",0.993387030232582,4.73987746105017e-28
"308",2004.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.99368329888503,3.31850646065195e-28
"309",2004.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.993966374979579,6.24625927909374e-28
"310",2004.5,"0 (Neutral)","GISTEMP","15","Scientist",0.994236838901429,5.97173232806196e-30
"311",2004.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.994495246122392,1.68898850906695e-28
"312",2004.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.994742128215966,2.05321482791899e-28
"313",2005,"0 (Neutral)","GISTEMP","15","Scientist",0.994977993835385,2.28209010619492e-28
"314",2005.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.995265344741709,4.89706727480949e-29
"315",2005.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.995536327664325,7.34572429511358e-28
"316",2005.5,"0 (Neutral)","GISTEMP","15","Scientist",0.995791866745749,2.34970393503331e-28
"317",2005.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.996032834864308,2.17647434435977e-29
"318",2005.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.99626005637583,3.46582564246406e-29
"319",2006,"0 (Neutral)","GISTEMP","15","Scientist",0.996474309720272,1.06713869639273e-28
"320",2006.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.996697510653377,6.69833422227595e-28
"321",2006.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.996906625265971,3.23806081028219e-28
"322",2006.5,"0 (Neutral)","GISTEMP","15","Scientist",0.99710253717172,3.35909943453485e-28
"323",2006.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.99728607521709,3.52393898805326e-28
"324",2006.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.997458016794319,2.77611523515277e-28
"325",2007,"0 (Neutral)","GISTEMP","15","Scientist",0.997619090964378,4.50113155082704e-28
"326",2007.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.997753821279167,1.23382899340123e-28
"327",2007.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.997880943701353,7.12659626588552e-29
"328",2007.5,"0 (Neutral)","GISTEMP","15","Scientist",0.998000886048545,4.44178437624444e-29
"329",2007.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.998114052276833,2.72552824642332e-29
"330",2007.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.998220823789899,2.24865334047375e-28
"331",2008,"0 (Neutral)","GISTEMP","15","Scientist",0.998321560678983,1.80644902923874e-28
"332",2008.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.998390651919664,5.44118586089943e-28
"333",2008.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.99845690348605,1.49293308201549e-28
"334",2008.5,"0 (Neutral)","GISTEMP","15","Scientist",0.998520431735193,2.18252010642744e-28
"335",2008.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.998581348285027,1.02173378943556e-28
"336",2008.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.998639760204918,1.89713546025373e-28
"337",2009,"0 (Neutral)","GISTEMP","15","Scientist",0.99869577019902,2.41830482706641e-28
"338",2009.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.998741439843001,3.33627359815693e-29
"339",2009.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.99878551223776,2.72552824642332e-29
"340",2009.5,"0 (Neutral)","GISTEMP","15","Scientist",0.998828043111666,1.52020070276966e-28
"341",2009.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.998869086257884,5.23587671639747e-28
"342",2009.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.998908693601036,1.46591222706e-28
"343",2010,"0 (Neutral)","GISTEMP","15","Scientist",0.998946915261309,2.31577363771477e-28
"344",2010.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.998986800551818,6.52695537509252e-28
"345",2010.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.999025176672172,1.60348415982424e-28
"346",2010.5,"0 (Neutral)","GISTEMP","15","Scientist",0.999062100616562,9.55477172489914e-29
"347",2010.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.999097627234711,5.21292749712021e-29
"348",2010.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.999131809312279,1.99004278345685e-28
"349",2011,"0 (Neutral)","GISTEMP","15","Scientist",0.999164697647785,4.36084519427732e-28
"350",2011.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.9991856387652,1.16090969989122e-28
"351",2011.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.999206055303801,6.19086035729002e-28
"352",2011.5,"0 (Neutral)","GISTEMP","15","Scientist",0.999225960383659,2.48789278229424e-28
"353",2011.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.999245366797824,4.44178437624444e-29
"354",2011.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.999264287020317,4.45412266617845e-28
"355",2012,"0 (Neutral)","GISTEMP","15","Scientist",0.999282733214047,1.20927579643255e-28
"356",2012.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.999298126510096,1.4391381379032e-28
"357",2012.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.99931318967694,4.2685547855709e-28
"358",2012.5,"0 (Neutral)","GISTEMP","15","Scientist",0.99932792978496,1.46591222706e-28
"359",2012.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.999342353753611,3.11924307821765e-28
"360",2012.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.999356468354456,2.14982363810231e-28
"361",2013,"0 (Neutral)","GISTEMP","15","Scientist",0.999370280214407,7.89650555776789e-31
"362",2013.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.999387934545865,5.44118586089943e-28
"363",2013.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.999405094228898,4.08693515774224e-28
"364",2013.5,"0 (Neutral)","GISTEMP","15","Scientist",0.999421773106526,3.56576579092956e-28
"365",2013.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.999437984635386,2.18252010642744e-28
"366",2013.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.99945374189611,9.33885165105393e-29
"367",2014,"0 (Neutral)","GISTEMP","15","Scientist",0.999469057604215,3.90926378269246e-28
"368",2014.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.999482202130018,3.08013069912684e-28
"369",2014.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.999495021401548,2.24865334047375e-28
"370",2014.5,"0 (Neutral)","GISTEMP","15","Scientist",0.999507523459015,3.48235895097564e-28
"371",2014.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.999519716144364,3.65015969407821e-28
"372",2014.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.999531607105835,1.2586289561686e-28
"373",2015,"0 (Neutral)","GISTEMP","15","Scientist",0.999543203803112,1.0443128600148e-28
"374",2015.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.99955539148604,6.93029407303538e-28
"375",2015.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.999567254132699,2.34970393503331e-28
"376",2015.5,"0 (Neutral)","GISTEMP","15","Scientist",0.999578800404264,4.15060073380175e-29
"377",2015.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.999590038731299,2.61078215003701e-29
"378",2015.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.999600977320234,6.39616950179199e-29
"379",2016,"0 (Neutral)","GISTEMP","15","Scientist",0.99961162415903,5.97173232806196e-28
"380",2016.16666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.999627110320689,3.48235895097564e-28
"381",2016.33333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.999641979205735,3.77860129229127e-28
"382",2016.5,"0 (Neutral)","GISTEMP","15","Scientist",0.999656255401448,6.75595403626779e-28
"383",2016.66666666667,"0 (Neutral)","GISTEMP","15","Scientist",0.999669962517237,1.46591222706e-28
"384",2016.83333333333,"0 (Neutral)","GISTEMP","15","Scientist",0.99968312322303,4.74283865063434e-29
"385",2017,"0 (Neutral)","GISTEMP","15","Scientist",0.999695759287051,3.52393898805326e-28
"386",1953,"0 (Neutral)","GISTEMP","15","GenPublic",0.00999999999999983,2.83425219700005e-32
"387",1953.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.00999999999999983,2.83425219700005e-32
"388",1953.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0132908863670748,5.57150904832744e-32
"389",1953.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.01764546309432,2.12546322691384e-32
"390",1953.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0233929325309044,2.43994503089599e-32
"391",1953.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0309534764943997,2.89299161441051e-32
"392",1954,"0 (Neutral)","GISTEMP","15","GenPublic",0.0408553480804742,3.40074116306215e-31
"393",1954.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0408553480804742,3.40074116306215e-31
"394",1954.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0429818382089024,3.25807968570013e-32
"395",1954.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.0452137930221161,3.25807968570013e-32
"396",1954.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0475558891659542,1.20491112636839e-31
"397",1954.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0500129520226403,1.17290868685205e-30
"398",1955,"0 (Neutral)","GISTEMP","15","GenPublic",0.0525899539981171,4.81964450547356e-31
"399",1955.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0525899539981171,4.81964450547356e-31
"400",1955.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0523609770327608,2.22860361933098e-31
"401",1955.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.0521329421745361,4.63167836976009e-32
"402",1955.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.051905846024189,5.4153525663501e-31
"403",1955.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0516796851905639,2.54959194339552e-32
"404",1956,"0 (Neutral)","GISTEMP","15","GenPublic",0.0514544562906298,3.08457248350308e-31
"405",1956.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0514544562906298,3.08457248350308e-31
"406",1956.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0495306850413972,2.63923733119732e-31
"407",1956.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.04767522436967,9.58193524133199e-31
"408",1956.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0458859151962747,1.1571966457642e-31
"409",1956.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0441606469030422,2.78382666636153e-31
"410",1957,"0 (Neutral)","GISTEMP","15","GenPublic",0.0424973577949457,3.73233270503873e-31
"411",1957.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0424973577949457,3.73233270503873e-31
"412",1957.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0431377114623649,5.51801099431668e-31
"413",1957.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.0437872727801981,1.73507202197048e-31
"414",1957.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0444461607704153,8.78380211122557e-31
"415",1957.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0451144955878108,2.85756722729528e-31
"416",1958,"0 (Neutral)","GISTEMP","15","GenPublic",0.0457923985179558,4.44178437624444e-31
"417",1958.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0457923985179558,4.44178437624444e-31
"418",1958.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0477225397635744,3.1621687600412e-31
"419",1958.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.0497297961815234,1.85267134790404e-31
"420",1958.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0518168857667033,1.92785780218943e-32
"421",1958.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0539865912914838,5.72621963695314e-31
"422",1959,"0 (Neutral)","GISTEMP","15","GenPublic",0.0562417590747083,1.56156481977343e-30
"423",1959.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0562417590747083,1.56156481977343e-30
"424",1959.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0587154511097319,2.59412545862609e-30
"425",1959.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.0612908781147183,2.3327079406492e-32
"426",1959.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0639715933198076,7.65166761688983e-31
"427",1959.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0667612178362034,1.49293308201549e-30
"428",1960,"0 (Neutral)","GISTEMP","15","GenPublic",0.0696634365967218,1.97412638944197e-31
"429",1960.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0696634365967218,1.97412638944197e-31
"430",1960.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0721733867865595,7.7114312087577e-34
"431",1960.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.074766502016325,9.99401484654998e-31
"432",1960.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0774450085367843,6.26360999931344e-31
"433",1960.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0802111536102445,1.05569493247893e-30
"434",1961,"0 (Neutral)","GISTEMP","15","GenPublic",0.0830672025968552,1.97412638944197e-31
"435",1961.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0830672025968552,1.97412638944197e-31
"436",1961.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.086213119596196,9.44650323072818e-31
"437",1961.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.089466553738115,2.54959194339551e-30
"438",1961.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0928302905320814,1.40540833779609e-31
"439",1961.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.0963071194967959,1.23382899340123e-32
"440",1962,"0 (Neutral)","GISTEMP","15","GenPublic",0.0998998281057669,6.24625927909374e-30
"441",1962.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.0998998281057669,6.24625927909374e-30
"442",1962.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.103518511738021,2.3327079406492e-30
"443",1962.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.10725265637069,0
"444",1962.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.111104806144225,1.36029646522486e-30
"445",1962.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.115077477541905,2.29048785478126e-30
"446",1963,"0 (Neutral)","GISTEMP","15","GenPublic",0.119173151968638,1.3281012399283e-30
"447",1963.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.119173151968638,1.3281012399283e-30
"448",1963.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.123351975166646,5.90406451920512e-30
"449",1963.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.127656092998887,5.05947001606593e-30
"450",1963.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.132087765626423,3.77860129229127e-32
"451",1963.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.136649187158806,9.33083176259682e-30
"452",1964,"0 (Neutral)","GISTEMP","15","GenPublic",0.141342476663908,1.29629158619217e-30
"453",1964.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.141342476663908,1.29629158619217e-30
"454",1964.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.143798392480174,2.22860361933098e-31
"455",1964.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.146289711174035,2.08517099884808e-30
"456",1964.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.148816690110986,3.73233270503873e-31
"457",1964.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.151379579477834,3.77860129229127e-30
"458",1965,"0 (Neutral)","GISTEMP","15","GenPublic",0.153978621922571,8.9144144773239e-31
"459",1965.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.153978621922571,8.9144144773239e-31
"460",1965.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.155592396260602,3.46166146961133e-30
"461",1965.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.157219940723846,6.38583618397225e-30
"462",1965.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.158861306904461,6.48531364656523e-31
"463",1965.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.160516545153712,2.41830482706641e-30
"464",1966,"0 (Neutral)","GISTEMP","15","GenPublic",0.162185704548987,4.22277972991572e-30
"465",1966.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.162185704548987,4.22277972991572e-30
"466",1966.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.162621972200478,7.7114312087577e-34
"467",1966.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.163059184982669,4.93531597360493e-30
"468",1966.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.163497343714294,1.49293308201549e-30
"469",1966.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.163936449207901,1.23382899340123e-32
"470",1967,"0 (Neutral)","GISTEMP","15","GenPublic",0.164376502269779,7.7114312087577e-32
"471",1967.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.164376502269779,7.7114312087577e-32
"472",1967.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.164647775481615,5.05947001606593e-30
"473",1967.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.164919408024208,2.86942355277874e-30
"474",1967.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.165191400081899,2.00574325739788e-30
"475",1967.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.165463751838112,2.78382666636153e-31
"476",1968,"0 (Neutral)","GISTEMP","15","GenPublic",0.165736463475355,2.41830482706641e-30
"477",1968.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.165736463475355,2.41830482706641e-30
"478",1968.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.166659524579907,6.24625927909374e-32
"479",1968.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.167586693916289,1.87665389896327e-29
"480",1968.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.168517978265671,5.97173232806196e-30
"481",1968.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.169453384286194,0
"482",1969,"0 (Neutral)","GISTEMP","15","GenPublic",0.170392918511342,1.73507202197048e-29
"483",1969.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.170392918511342,1.73507202197048e-29
"484",1969.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.171254872344897,1.30323187428005e-31
"485",1969.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.172120281838855,1.12903064327421e-29
"486",1969.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.172989151695674,1.05569493247893e-30
"487",1969.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.173861486526854,1.29629158619217e-30
"488",1970,"0 (Neutral)","GISTEMP","15","GenPublic",0.174737290851908,0
"489",1970.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.174737290851908,0
"490",1970.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.174938979684925,2.41830482706641e-30
"491",1970.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.175140851910054,8.18105736937105e-30
"492",1970.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.175342907580009,2.4985037116375e-31
"493",1970.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.175545146747226,8.39774858633714e-31
"494",1971,"0 (Neutral)","GISTEMP","15","GenPublic",0.17574756946389,5.8367822819087e-30
"495",1971.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.17574756946389,5.8367822819087e-30
"496",1971.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.173495626938252,3.77860129229127e-30
"497",1971.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.171266544023571,3.99760593861999e-30
"498",1971.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.169060242362062,1.38466458784453e-29
"499",1971.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.16687663968483,4.07934710943282e-31
"500",1972,"0 (Neutral)","GISTEMP","15","GenPublic",0.164715649922784,4.45412266617845e-30
"501",1972.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.164715649922784,4.45412266617845e-30
"502",1972.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.163238827930295,1.77671375049777e-30
"503",1972.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.161772682519247,6.94028808788193e-31
"504",1972.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.160317182482731,7.1068550019911e-30
"505",1972.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.158872295838923,1.05569493247893e-30
"506",1973,"0 (Neutral)","GISTEMP","15","GenPublic",0.157437989848005,4.93531597360493e-30
"507",1973.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.157437989848005,4.93531597360493e-30
"508",1973.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.158027950803555,3.88733247233476e-30
"509",1973.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.158619706305114,1.17290868685205e-30
"510",1973.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.159213258691853,3.08457248350308e-33
"511",1973.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.159808610281618,2.00574325739788e-30
"512",1974,"0 (Neutral)","GISTEMP","15","GenPublic",0.160405763370742,4.44178437624444e-31
"513",1974.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.160405763370742,4.44178437624444e-31
"514",1974.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.16074938830921,2.86942355277874e-30
"515",1974.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.161093608128803,6.94028808788193e-33
"516",1974.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.161438423254207,1.63173884377313e-30
"517",1974.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.161783834107714,1.11044609406111e-31
"518",1975,"0 (Neutral)","GISTEMP","15","GenPublic",0.162129841109189,2.59412545862609e-30
"519",1975.16666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.162129841109189,2.59412545862609e-30
"520",1975.33333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.162442876311302,7.1068550019911e-30
"521",1975.5,"0 (Neutral)","GISTEMP","15","GenPublic",0.16275639850744,6.04576206766604e-31
"522",1975.66666666667,"0 (Neutral)","GISTEMP","15","GenPublic",0.16307040800186,6.81382061605831e-30
"523",1975.83333333333,"0 (Neutral)","GISTEMP","15","GenPublic",0.163384905097171,1.11353066654461e-30
"524",1976,"0 (Neutral)","GISTEMP","15","GenPublic",0.163699890094333,6.10822466045698e-30
